Severity,CVSS,Issue,Ports,OID,CVE,Affected Devices,Number of Device(s),Last Detected,Known Exploited Vulnerability,Summary,Vulnerability Detection Result,Impact,Solution,Vulnerability Insight,Vulnerability Detection Method,References,Known To Be Used In Ransomware Campaigns,ingestion_error_reason
Medium,4.3,Apache HTTP Server 2.4.x < 2.4.66 Improper Neutralization Vulnerability - Linux,80/tcp (http),1.3.6.1.4.1.25623.1.0.125566,,172.16.11.13 (00:50:56:BB:67:04),1,17-Apr-2026,No,Apache HTTP Server is prone to an improper neutralization   vulnerability.,Installed version: 2.4.52 Fixed version:     2.4.66 Installation path / port:       80/tcp,,Update to version 2.4.66 or later.,"Improper neutralization of escape, meta, or control sequences   vulnerability in Apache HTTP Server through environment variables set via the Apache   configuration unexpectedly superseding variables calculated by the server for CGI programs.","Checks if a vulnerable version is present on the target host. Details: Apache HTTP Server 2.4.x < 2.4.66 Improper Neutralization Vulnerability - Li... (OID: 1.3.6.1.4.1.25623.1.0.125566) Version used: 2025-12-05T05:44:55Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,4.3,Apache HTTP Server 2.4.x < 2.4.66 Improper Neutralization Vulnerability - Windows,"80/tcp (http),443/tcp (https)",1.3.6.1.4.1.25623.1.0.125569,,"172.16.11.64 (00:50:56:BB:33:E4),usx01vspapch04.rpi.reliableparts.com (172.16.11.136 / 00:50:56:BB:06:62),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),172.16.11.105 (00:50:56:BB:F1:3E),usx01vspapch03.rpi.reliableparts.com (172.16.11.105 / 00:50:56:BB:F1:3E)",5,17-Apr-2026,No,Apache HTTP Server is prone to an improper neutralization   vulnerability.,Installed version: 2.4.57 Fixed version:     2.4.66 Installation path / port:       80/tcp --- Installed version: 2.4.57 Fixed version:     2.4.66 Installation path / port:       443/tcp,,Update to version 2.4.66 or later.,"Improper neutralization of escape, meta, or control sequences   vulnerability in Apache HTTP Server through environment variables set via the Apache   configuration unexpectedly superseding variables calculated by the server for CGI programs.","Checks if a vulnerable version is present on the target host. Details: Apache HTTP Server 2.4.x < 2.4.66 Improper Neutralization Vulnerability - Wi... (OID: 1.3.6.1.4.1.25623.1.0.125569) Version used: 2025-12-05T05:44:55Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,4,SSL/TLS: Diffie-Hellman Key Exchange Insufficient DH Group Strength Vulnerability,3389/tcp,1.3.6.1.4.1.25623.1.0.106223,,"usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),usx01vspnpdf01.rpi.reliableparts.com (172.16.11.69 / 00:50:56:AD:E7:0E)",2,17-Apr-2026,No,The SSL/TLS service uses Diffie-Hellman groups with insufficient   strength (key size < 2048).,Server Temporary Key Size: 1024 bits,An attacker might be able to decrypt the SSL/TLS communication   offline.,"'- Deploy (Ephemeral) Elliptic-Curve Diffie-Hellman (ECDHE) or use   a 2048-bit or stronger Diffie-Hellman group. Please see the references for more resources   supporting you with this task.   - For Apache Web Servers: Beginning with version 2.4.7, mod_ssl will use DH parameters which   include primes with lengths of more than 1024 bits.","The Diffie-Hellman group are some big numbers that are used as   base for the DH computations. They can be, and often are, fixed. The security of the final secret   depends on the size of these parameters. It was found that 512 and 768 bits to be weak, 1024 bits   to be breakable by really powerful attackers like governments.","Checks the DHE temporary public key size. Details: SSL/TLS: Diffie-Hellman Key Exchange Insufficient DH Group Strength Vulnerab... (OID: 1.3.6.1.4.1.25623.1.0.106223) Version used: 2026-03-13T05:54:58Z ","https://weakdh.org/,https://weakdh.org/sysadmin.html",Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,4,OpenBSD OpenSSH < 9.1 Multiple Vulnerabilities,22/tcp (ssh),1.3.6.1.4.1.25623.1.0.127244,,"172.16.11.98 (00:60:16:89:76:2C),test.rpi.reliableparts.com (172.16.11.97 / 00:60:16:8B:10:4C),172.16.11.151 (00:50:56:AD:94:F0),172.16.11.13 (00:50:56:BB:67:04),172.16.11.157 (00:50:56:AD:01:68),172.16.11.167 (00:50:56:BB:C4:54),172.16.11.155 (00:50:56:AD:DF:A4),172.16.11.171 (00:50:56:BB:94:FE),172.16.11.156 (00:50:56:AD:36:01),172.16.11.170 (00:50:56:BB:2B:16),usx01vspredirect01.rpi.reliableparts.com (172.16.11.95 / 00:50:56:BB:6D:A7),172.16.11.153 (00:50:56:BB:8D:91),172.16.11.154 (00:50:56:AD:01:A6)",13,17-Apr-2026,No,OpenBSD OpenSSH is prone to multiple vulnerabilities.,Installed version: 8.8 Fixed version:     9.1 Installation path / port:       22/tcp --- Installed version: 8.1 Fixed version:     9.1 Installation path / port:       22/tcp --- Installed version: 8.9p1 Fixed version:     9.1 Installation path / port:       22/tcp --- Installed version: 8.7 Fixed version:     9.1 Installation path / port:       22/tcp,,Update to version 9.1 or later.,The following vulnerabilities exist:   - A one-byte overflow in SSH- banner processing in ssh-keyscan.   - A double free() in error path of file hashing step in    signing/verify code in ssh-keygen.   - A double-free in error path in ssh-keysign.,"Checks if a vulnerable version is present on the target host. Details: OpenBSD OpenSSH < 9.1 Multiple Vulnerabilities (OID: 1.3.6.1.4.1.25623.1.0.127244) Version used: 2025-01-21T05:37:33Z ",https://www.openssh.com/releasenotes.html#9.1,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,4,Python DoS Vulnerability (Jun 2025) - Windows,5050/tcp (mmcc),1.3.6.1.4.1.25623.1.0.154799,,usx01vspflyn01.rpi.reliableparts.com (172.16.11.101 / 00:50:56:BB:BA:64),1,17-Apr-2026,No,Python is prone to a denial of service (DoS) vulnerability.,Installed version: 3.12.9 Fixed version:     3.12.12 Installation path / port:       5050/tcp,,"Update to version 3.9.24, 3.10.19, 3.11.14, 3.12.12, 3.13.6 or   later.",The html.parser.HTMLParser class had worse-case quadratic   complexity when processing certain crafted malformed inputs potentially leading to amplified   denial of service.,"Checks if a vulnerable version is present on the target host. Details: Python DoS Vulnerability (Jun 2025) - Windows (OID: 1.3.6.1.4.1.25623.1.0.154799) Version used: 2025-12-18T05:46:55Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,4,Python Use After Free Vulnerability (May 2025) - Windows,5050/tcp (mmcc),1.3.6.1.4.1.25623.1.0.171521,,usx01vspflyn01.rpi.reliableparts.com (172.16.11.101 / 00:50:56:BB:BA:64),1,17-Apr-2026,No,Python is prone to an use after free vulnerability.,Installed version: 3.12.9 Fixed version:     3.12.11 Installation path / port:       5050/tcp,,"Update to version 3.9.23, 3.10.18, 3.11.13, 3.12.11, 3.13.4 or   later.",There is an issue in CPython when using bytes.decode(). If you   are not using the 'unicode_escape' encoding or an error handler your usage is not affected. To   work-around this issue you may stop using the error= handler and instead wrap the bytes.decode()   call in a try-except catching the DecodeError.,"Checks if a vulnerable version is present on the target host. Details: Python Use After Free Vulnerability (May 2025) - Windows (OID: 1.3.6.1.4.1.25623.1.0.171521) Version used: 2025-10-10T05:39:02Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Low,3.8,OpenBSD OpenSSH 7.4 - 9.9 Unspecified Vulnerability,22/tcp (ssh),1.3.6.1.4.1.25623.1.0.105000,,"172.16.11.98 (00:60:16:89:76:2C),test.rpi.reliableparts.com (172.16.11.97 / 00:60:16:8B:10:4C),172.16.11.151 (00:50:56:AD:94:F0),172.16.11.13 (00:50:56:BB:67:04),172.16.11.157 (00:50:56:AD:01:68),172.16.11.167 (00:50:56:BB:C4:54),172.16.11.155 (00:50:56:AD:DF:A4),172.16.11.171 (00:50:56:BB:94:FE),172.16.11.156 (00:50:56:AD:36:01),172.16.11.170 (00:50:56:BB:2B:16),usx01vspredirect01.rpi.reliableparts.com (172.16.11.95 / 00:50:56:BB:6D:A7),172.16.11.153 (00:50:56:BB:8D:91),172.16.11.154 (00:50:56:AD:01:A6),usx01vspduo01.rpi.reliableparts.com (172.16.11.24 / 00:50:56:BB:2B:79)",14,17-Apr-2026,No,OpenBSD OpenSSH is prone to an unspecified vulnerability due to   a logic error.,Installed version: 8.8 Fixed version:     10.0 Installation path / port:       22/tcp --- Installed version: 8.1 Fixed version:     10.0 Installation path / port:       22/tcp --- Installed version: 8.9p1 Fixed version:     10.0 Installation path / port:       22/tcp --- Installed version: 8.7 Fixed version:     10.0 Installation path / port:       22/tcp,,Update to version 10.0 or later.,A logic error in sshd(8) caused the DisableForwarding option to   not disable X11 or agent forwarding as documented. Note that X11 forwarding is disabled by default   in sshd(8) and agent forwarding is not requested by default by ssh(1).,"Checks if a vulnerable version is present on the target host. Details: OpenBSD OpenSSH 7.4 - 9.9 Unspecified Vulnerability (OID: 1.3.6.1.4.1.25623.1.0.105000) Version used: 2025-05-23T05:40:17Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Low,3.7,Nginx 0.7.22 - 1.29.0 Information Disclosure Vulnerability,"80/tcp (http),443/tcp (https)",1.3.6.1.4.1.25623.1.0.124888,,usx01vspredirect01.rpi.reliableparts.com (172.16.11.95 / 00:50:56:BB:6D:A7),1,17-Apr-2026,No,Nginx is prone to an information disclosure vulnerability.,Installed version: 1.28.0 Fixed version:     1.29.1 Installation path / port:       80/tcp --- Installed version: 1.28.0 Fixed version:     1.29.1 Installation path / port:       443/tcp,"This vulnerability may allow a remote, unauthenticated attacker   to cause a leak of arbitrary bytes during the NGINX SMTP authentication process. There is no   control plane exposure this is a data plane issue only.",Update to version 1.29.1 or later.,"In the ngx_mail_smtp_module that might allow an unauthenticated   attacker to over-read NGINX SMTP authentication process memory as a result, the server side may   leak arbitrary bytes sent in a request to the authentication server. This issue happens during   the NGINX SMTP authentication process and requires the attacker to make preparations against the   target system to extract the leaked data.","Checks if a vulnerable version is present on the target host. Details: Nginx 0.7.22 - 1.29.0 Information Disclosure Vulnerability (OID: 1.3.6.1.4.1.25623.1.0.124888) Version used: 2025-10-22T05:39:59Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Low,3.7,Apache Tomcat Information Disclosure Vulnerability (Sep 2022) - Windows,8080/tcp (http-alt),1.3.6.1.4.1.25623.1.0.148786,CVE-2021-43980,"usx01vspwf01.rpi.reliableparts.com (172.16.11.121 / 00:50:56:BB:49:EE),usx01vspwfrpt01.rpi.reliableparts.com (172.16.11.27 / 00:50:56:BB:3C:CC)",2,17-Apr-2026,No,Apache Tomcat is prone to an information disclosure   vulnerability.,Installed version: 9.0.48 Fixed version:     9.0.62 Installation path / port:       8080/tcp,,"Update to version 8.5.78, 9.0.62, 10.0.20, 10.1.0-M14 or   later.","The simplified implementation of blocking reads and writes   introduced in Tomcat 10 and back-ported to Tomcat 9.0.47 onwards exposed a long standing (but   extremely hard to trigger) concurrency bug that could cause client connections to share an   Http11Processor instance resulting in responses, or part responses, to be received by the wrong   client.","Checks if a vulnerable version is present on the target host. Details: Apache Tomcat Information Disclosure Vulnerability (Sep 2022) - Windows (OID: 1.3.6.1.4.1.25623.1.0.148786) Version used: 2023-10-18T05:05:17Z ",https://lists.apache.org/thread/3jjqbsp6j88b198x5rmg99b1qr8ht3g3,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Low,2.6,Relative IP Identification number change,0/NA,1.3.6.1.4.1.25623.1.0.10201,,"usx01vsdb2bpoc1.rpi.reliableparts.com (172.16.11.147 / 00:50:56:BB:A4:0B),usx01vsptomct04.rpi.reliableparts.com (172.16.11.141 / 00:50:56:BB:51:A3),usx01vsptomct06.rpi.reliableparts.com (172.16.11.139 / 00:50:56:BB:1C:D8),usx01vspapch04.rpi.reliableparts.com (172.16.11.136 / 00:50:56:BB:06:62),172.16.11.105 (00:50:56:BB:F1:3E),usx01vsptomct05.rpi.reliableparts.com (172.16.11.144 / 00:50:56:BB:F5:48),usx01vspwmsgw8.rpi.reliableparts.com (172.16.11.179 / 00:50:56:BB:A6:33),usx01vspsmtp02.rpi.reliableparts.com (172.16.11.123 / 00:50:56:BB:2E:B0),usx01vspwmsgw2.rpi.reliableparts.com (172.16.11.131 / 00:50:56:BB:EC:7A),usx01vsptom04.rpi.reliableparts.com (172.16.11.140 / 00:50:56:BB:46:66),usx01vspwmsgw5.rpi.reliableparts.com (172.16.11.143 / 00:50:56:BB:85:A9),usx01vsuapcms02.rpi.reliableparts.com (172.16.11.68 / 00:50:56:BB:E1:01),usx01vspviz01.rpi.reliableparts.com (172.16.11.191 / 00:50:56:BB:57:00),usx01vspdc01.rpi.reliableparts.com (172.16.11.11 / 00:50:56:BB:6C:AF),usx01vspwmsgw3.rpi.reliableparts.com (172.16.11.133 / 00:50:56:BB:56:86),usx01vsptom03.rpi.reliableparts.com (172.16.11.138 / 00:50:56:BB:03:10),usx01vspfs02.rpi.reliableparts.com (172.16.11.102 / 00:50:56:BB:EE:FC),usx01vspwmsgw7.rpi.reliableparts.com (172.16.11.172 / 00:50:56:BB:AD:BB),usx01vspprnt06.rpi.reliableparts.com (172.16.11.178 / 00:50:56:BB:1E:5A),usx01vspnpdf01.rpi.reliableparts.com (172.16.11.69 / 00:50:56:AD:E7:0E),usx01vspwmsgw4.rpi.reliableparts.com (172.16.11.134 / 00:50:56:BB:CB:92),usx01vsdwmssql2.rpi.reliableparts.com (172.16.11.146 / 00:50:56:BB:F4:19),usx01vsdb2bpoc2.rpi.reliableparts.com (172.16.11.163 / 00:50:56:BB:BD:D1),usx01vsdwebfoc1.rpi.reliableparts.com (172.16.11.118 / 00:50:56:BB:E7:29),usx01vspvmgw01.rpi.reliableparts.com (172.16.11.149 / 00:50:56:BB:4C:76),usx01vsdrpl02.rpi.reliableparts.com (172.16.11.110 / 00:50:56:BB:93:53),usx01vspwmsts3.rpi.reliableparts.com (172.16.11.161 / 00:50:56:BB:19:B3),usx01vsprdsssh1.rpi.reliableparts.com (172.16.11.113 / 00:50:56:BB:C4:BC),usx01vspapp02.rpi.reliableparts.com (172.16.11.196 / 00:50:56:BB:FB:27),usx01vspwebfoc1.rpi.reliableparts.com (172.16.11.116 / 00:50:56:BB:2F:3A),usx01vsdb2bpoc3.rpi.reliableparts.com (172.16.11.169 / 00:50:56:BB:D6:C7),usx01vsdwmsapp1.rpi.reliableparts.com (172.16.11.125 / 00:50:56:AD:4C:E7),usx01vspsql03.rpi.reliableparts.com (172.16.11.106 / 00:50:56:BB:ED:74),usx01vsdwmsapp6.rpi.reliableparts.com (172.16.11.120 / 00:50:56:BB:2A:86),usx01vspwmsgw6.rpi.reliableparts.com (172.16.11.160 / 00:50:56:BB:3F:E2),usx01vspitops.rpi.reliableparts.com (172.16.11.197 / 00:50:56:BB:9D:01),usx01vspftp02.rpi.reliableparts.com (172.16.11.137 / 00:50:56:BB:97:35),usx01vspwmsts4.rpi.reliableparts.com (172.16.11.148 / 00:50:56:BB:E8:EB),usx01vspwmsgw1.rpi.reliableparts.com (172.16.11.122 / 00:50:56:BB:AD:19),usx01vspwmssql1.rpi.reliableparts.com (172.16.11.132 / 00:50:56:BB:40:44),usx01vspwssql01.rpi.reliableparts.com (172.16.11.195 / 00:50:56:BB:AC:57),usx01vspazur02.rpi.reliableparts.com (172.16.11.119 / 00:50:56:BB:CD:71),USX01VSPDATA01 (172.16.11.145 / 00:50:56:BB:8B:F9),usx01vspprox04.rpi.reliableparts.com (172.16.11.117 / 00:50:56:BB:1B:2E),usx01vspprox03.rpi.reliableparts.com (172.16.11.115 / 00:50:56:BB:BF:16),usx01vspwfrpt01.rpi.reliableparts.com (172.16.11.27 / 00:50:56:BB:3C:CC),usx01vspfs01.rpi.reliableparts.com (172.16.11.19 / 00:50:56:BB:11:D1)",47,17-Apr-2026,No,"The remote host uses non-random IP IDs, that is, it is   possible to predict the next value of the ip_id field of the ip packets sent by this host.",The target host was found to be vulnerable,"An attacker may use this feature to determine traffic patterns   within your network. A few examples (not at all exhaustive) are:   1. A remote attacker can determine if the remote host sent a packet   in reply to another request.  Specifically, an attacker can use your   server as an unwilling participant in a blind portscan of another   network.   2. A remote attacker can roughly determine server requests at certain   times of the day.  For instance, if the server is sending much more   traffic after business hours, the server may be a reverse proxy or   other remote access device.  An attacker can use this information to   concentrate his/her efforts on the more critical machines.   3. A remote attacker can roughly estimate the number of requests that   a web server processes over a period of time.",Contact your vendor for a patch,," Details: Relative IP Identification number change (OID: 1.3.6.1.4.1.25623.1.0.10201) Version used: 2023-08-03T05:05:16Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
